City ID,City,Country,Lat,Lng,Temperature,Humidity,Clouds,Wind Speed
1252646,Kilakarai,IN,9.23,78.78,84.81,66,6,11.14
5935341,Dauphin,CA,51.15,-100.05,35.6,93,90,13.87
4021858,Guerrero Negro,MX,27.98,-114.06,60.44,64,1,15.86
594639,Simnas,LT,54.4,23.65,32.0,93,0,4.7
2276492,Harper,LR,4.38,-7.72,79.77,82,45,3.4
1213855,Sibolga,ID,1.74,98.78,87.69,57,65,2.55
934649,Cap Malheureux,MU,-19.98,57.61,77.0,83,40,6.93
1260784,Pālampur,IN,32.12,76.53,68.22,20,0,1.63
2456917,Goundam,ML,16.41,-3.67,81.48,19,0,5.19
3521411,Piste,MX,20.7,-88.58,77.47,59,45,3.85
2210554,Sirte,LY,31.21,16.59,57.43,55,87,7.65
1489853,Tazovsky,RU,67.47,78.7,15.78,93,69,8.81
3128978,Balaguer,ES,41.79,0.81,49.86,93,95,3.36
3393768,Óbidos,BR,-1.92,-55.52,76.19,94,99,3.29
1213493,Teluk Nibung,ID,3.0,99.82,84.24,71,67,5.68
3430545,Morón,AR,-34.65,-58.62,61.54,87,0,5.82
6453316,Tromsø,NO,69.65,18.96,26.35,92,90,23.04
137268,Sūsangerd,IR,31.56,48.18,73.4,35,40,6.93
2070998,Geraldton,AU,-28.77,114.6,93.49,18,97,10.29
1525014,Būlaevo,KZ,54.91,70.44,40.23,75,0,9.13
1519422,Semey,KZ,50.41,80.23,39.2,57,0,8.95
3421193,Paamiut,GL,61.99,-49.67,36.19,79,100,2.44
1505260,Ivdel',RU,60.69,60.42,40.98,80,100,10.85
2171722,Charters Towers,AU,-20.1,146.27,87.6,39,82,1.92
287832,Ibrā’,OM,22.69,58.53,79.92,35,45,0.6
1489401,Toora-Khem,RU,52.47,96.11,39.97,47,71,2.84
3644417,Ejido,VE,8.55,-71.24,70.39,49,98,3.78
2084442,Vanimo,PG,-2.67,141.3,85.6,68,100,6.76
609924,Emba,KZ,48.83,58.14,44.31,62,99,11.99
3461370,Imbituba,BR,-28.24,-48.67,64.4,63,4,6.93
3407980,Alenquer,BR,-1.94,-54.74,80.6,94,90,18.34
569223,Cherepovets,RU,59.13,37.9,28.89,88,99,4.7
1680797,Tumalaytay,PH,12.28,123.23,82.76,70,56,5.1
3693468,Pomabamba,PE,-8.83,-77.47,50.79,30,100,3.78
187896,Mandera,KE,3.94,41.87,75.99,19,30,3.0
3391371,Porto Franco,BR,-6.34,-47.4,74.23,87,97,4.23
543246,Kozhva,RU,65.11,57.05,20.17,96,100,11.05
2138522,Poya,NC,-21.35,165.15,79.83,56,19,4.85
4703223,Killeen,US,31.12,-97.73,62.17,68,1,8.05
3420768,Qasigiannguit,GL,68.82,-51.19,30.2,46,96,10.29
2394819,Cotonou,BJ,6.37,2.42,80.6,88,40,2.24
3018505,Arrondissement de Figeac,FR,44.75,1.92,45.93,56,0,9.17
3397967,Itaituba,BR,-4.28,-55.98,76.14,94,97,0.31
1511057,Bakchar,RU,57.02,82.07,35.82,79,98,6.49
2013639,Verkhnevilyuysk,RU,63.45,120.32,37.0,74,100,8.61
3164387,Vieste,IT,41.88,16.18,48.61,66,5,10.29
3374210,São Filipe,CV,14.9,-24.5,75.15,73,76,8.25
2013942,Ust'-Karsk,RU,52.7,118.81,57.18,29,0,2.93
2289887,Divo,CI,5.84,-5.36,74.61,90,89,1.5
4581833,Hilton Head,US,32.22,-80.75,56.21,33,1,5.35
119115,Qūchān,IR,37.11,58.51,52.21,55,100,8.61
1847947,Shingū,JP,33.73,135.98,55.4,47,75,10.29
3892454,Diego de Almagro,CL,-26.37,-70.05,55.44,60,5,1.3
2126123,Chokurdakh,RU,70.63,147.92,24.96,96,39,15.99
3897347,Calama,CL,-22.47,-68.93,59.0,51,0,8.05
2039557,Khasan,RU,42.43,130.64,55.31,37,66,8.14
3903320,Tarija,BO,-21.54,-64.73,56.55,37,69,2.68
2315026,Kasongo-Lunda,CD,-6.47,16.82,70.61,79,85,0.89
3995017,Navolato,MX,24.77,-107.69,68.61,73,93,3.0
3403687,Camocim,BR,-2.9,-40.84,76.42,92,100,3.0
3372760,Praia da Vitória,PT,38.73,-27.07,55.4,100,36,9.62
1244926,Hambantota,LK,6.12,81.12,83.26,74,9,12.44
3125723,Castrillón,ES,43.4,-6.79,54.64,100,90,2.46
3439297,Caazapá,PY,-26.15,-56.4,55.51,75,0,3.71
4914710,Vermilion,US,40.17,-87.75,44.71,49,1,5.46
102527,Sakakah,SA,29.97,40.21,55.4,50,58,4.7
2125693,Evensk,RU,61.95,159.23,15.17,90,3,4.21
331259,Mēga,ET,4.05,38.3,59.74,60,17,8.95
2123628,Magadan,RU,59.57,150.8,23.45,92,12,5.39
2636638,Stromness,GB,58.97,-3.3,45.19,100,100,10.54
2013375,Vitim,RU,59.45,112.56,44.6,74,98,1.7
1651591,Amahai,ID,-3.33,128.92,86.23,63,2,2.55
4470244,Havelock,US,34.88,-76.9,46.18,52,1,4.7
4360369,Laurel,US,39.1,-76.85,41.92,55,1,3.36
1055059,Tsaratanana,MG,-16.78,47.65,68.32,69,7,8.63
710473,Chyhyryn,UA,49.08,32.66,38.71,71,0,9.46
3413604,Eyrarbakki,IS,63.86,-21.15,39.45,75,75,8.05
946058,Mthatha,ZA,-31.59,28.78,62.6,63,76,1.12
3899695,Ancud,CL,-41.87,-73.82,42.8,100,39,1.12
3597078,El Estor,GT,15.53,-89.35,76.28,88,89,1.86
2013465,Verkhoyansk,RU,67.54,133.38,34.14,82,31,15.88
6137462,Saint-Augustin,CA,51.23,-58.65,28.04,98,100,8.66
5380437,Pacific Grove,US,36.62,-121.92,56.91,72,1,10.29
878073,Maposeni,TZ,-10.58,35.4,61.97,73,64,1.14
2444995,Filingué,NE,14.35,3.32,81.95,32,54,7.74
6111696,Port-Cartier,CA,50.03,-66.87,33.6,86,75,10.29
1337617,Muli,MV,2.92,73.57,84.16,68,10,3.6
6144312,Sept-Îles,CA,50.2,-66.38,33.6,86,75,10.29
2647311,Haverfordwest,GB,51.8,-4.97,53.24,93,100,2.24
3472473,Alto Araguaia,BR,-17.31,-53.22,67.17,75,24,4.92
4552707,Tahlequah,US,35.92,-94.97,52.09,37,1,6.93
1630058,Karaton,ID,-6.34,106.1,86.0,66,40,9.17
2015913,Suntar,RU,62.14,117.63,38.12,72,100,4.76
780687,Berlevåg,NO,70.86,29.09,27.68,89,100,19.46
55671,Kismayo,SO,-0.36,42.55,81.57,82,61,8.93
3126369,Carballo,ES,43.21,-8.69,54.01,100,75,4.29
4034496,Fare,PF,-16.7,-151.02,84.25,67,96,5.03
4160795,Key Largo,US,25.09,-80.45,78.55,83,1,10.29
3357114,Grootfontein,NA,-19.57,18.12,60.17,63,77,4.97
2961459,Skibbereen,IE,51.55,-9.27,53.6,87,40,8.05
1226260,Trincomalee,LK,8.57,81.23,85.44,64,20,8.95
2013986,Ust'-Barguzin,RU,53.45,108.98,50.59,41,0,1.72
2229681,Lagdo,CM,9.05,13.73,82.85,44,100,3.36
1261810,Naregal,IN,15.58,75.82,86.36,30,13,8.99
1805833,Jiexiu,CN,37.02,111.91,48.97,35,0,6.22
5563839,Fortuna,US,40.6,-124.16,51.98,93,90,10.29
2121025,Srednekolymsk,RU,67.45,153.68,29.7,98,100,6.96
8079926,Labuhan,ID,-6.88,112.21,86.86,69,32,5.61
2093846,Kiunga,PG,-6.12,141.29,93.87,50,93,2.75
373303,Juba,SS,4.85,31.58,78.57,58,38,1.79
1106643,Quatre Cocos,MU,-20.21,57.76,77.0,83,40,6.93
2027786,Amga,RU,60.9,131.96,38.86,68,61,13.67
3839307,Rawson,AR,-43.3,-65.1,69.62,44,60,15.99
2077895,Alice Springs,AU,-23.7,133.88,80.6,18,16,10.29
2636790,Stornoway,GB,58.21,-6.39,48.52,100,98,11.41
3388440,São José do Belmonte,BR,-7.86,-38.76,71.62,77,88,2.53
3394813,Mirador,BR,-6.37,-44.36,74.59,85,74,2.28
2122293,Ozernovskiy,RU,51.5,156.52,32.25,91,5,9.15
5225507,Warwick,US,41.7,-71.42,39.29,86,75,13.87
5866063,Kenai,US,60.55,-151.26,37.53,40,1,8.05
1814435,Dafeng,CN,23.45,108.59,74.86,79,92,2.77
1516589,Zhezkazgan,KZ,47.8,67.71,33.8,69,88,13.42
1608451,Nan,TH,18.83,100.67,82.4,65,73,2.24
1258338,Ratnagiri,IN,16.98,73.3,86.22,52,9,3.71
5374376,Monterey,US,36.25,-121.25,55.6,71,20,13.87
2071059,Gawler,AU,-34.6,138.73,65.79,42,40,19.46
6085665,Nakusp,CA,50.25,-117.8,35.01,86,69,1.01
203717,Yangambi,CD,0.81,24.43,71.04,76,77,2.17
1168700,Ormara,PK,25.21,64.64,79.38,68,0,0.81
1737185,Kapit,MY,2.02,112.93,84.2,69,97,2.24
1090225,Koungou,YT,-12.73,45.2,82.4,78,20,13.87
3984997,San Quintín,MX,30.48,-115.95,58.82,73,99,7.7
1267226,Keshorai Pātan,IN,25.3,75.93,89.38,14,25,4.21
3074199,Jihlava,CZ,49.4,15.59,40.6,70,95,5.82
6096551,Pangnirtung,CA,66.15,-65.71,13.73,79,96,4.56
2051523,Bratsk,RU,56.13,101.61,33.39,80,40,11.18
2119283,Zyryanka,RU,65.75,150.85,26.02,96,100,1.12
2022083,Alekseyevsk,RU,57.84,108.35,42.08,83,100,2.59
3092472,Malbork,PL,54.04,19.03,31.91,86,0,2.24
2455735,Kangaba,ML,11.93,-8.42,79.79,49,10,3.94
2527087,Tiznit Province,MA,29.58,-9.5,62.42,65,21,2.64
5233053,Yankton,US,42.87,-97.4,51.42,34,1,8.05
300352,Sorgun,TR,39.81,35.19,32.79,55,0,2.53
735881,Káto Miliá,GR,40.25,22.34,52.14,34,0,8.05
3533462,Acapulco de Juárez,MX,16.86,-99.89,78.8,94,40,8.05
3628473,San Cristobal,VE,7.77,-72.22,69.01,62,69,2.08
5905393,Bonavista,CA,48.65,-53.11,34.0,85,72,1.99
922741,Likasi,CD,-10.98,26.73,60.62,65,100,7.27
1644522,Gampengrejo,ID,-7.77,112.02,86.61,67,26,8.77
5856516,‘Āhuimanu,US,21.44,-157.84,79.34,51,75,9.17
2017215,Sangar,RU,63.92,127.47,33.15,88,0,10.8
2126682,Bilibino,RU,68.05,166.44,10.83,82,100,4.21
2698729,Kungsbacka,SE,57.49,12.08,31.32,86,8,6.93
2013727,Vanavara,RU,60.34,102.28,35.65,73,98,9.53
2037886,Dandong,CN,40.13,124.39,60.6,27,0,6.89
1488429,Uray,RU,60.12,64.78,38.01,86,87,11.3
1650434,Bambanglipuro,ID,-7.95,110.28,85.23,68,14,3.29
